,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,population,density,violent_crime,property_crime,other_crime,median_income,yr_sold,mon_sold,day_of_week,dist_to_loc0,dist_to_loc1,dist_to_loc2
8795,265000.0,2,1.5,1440,22081,2.0,0,0,3,7,1440,0,1990,0,47.7698,-121.896,1440,19544,10725,141.0,3.154,10.96,6.284,95025,2015,3,1,23.220839586039002,14.104209052632829,29.040612777327976
8796,492000.0,4,3.75,2810,10840,2.0,0,2,4,8,2070,740,1994,0,47.4861,-121.804,2370,11248,13888,41.0,2.315,30.36,7.854,88906,2014,6,4,25.989937184239416,18.510734768689087,23.25287120555901
8797,715000.0,4,2.5,2450,7700,1.0,0,0,3,8,1250,1200,1958,0,47.5731,-122.212,2450,8000,22699,3591.0,2.093,19.23,3.915,126359,2014,8,3,6.04585768002817,5.984882366681829,9.483312303006716
8798,175000.0,2,1.0,1330,28270,1.5,0,0,3,6,1330,0,1925,0,47.4824,-122.274,1210,6926,33734,3794.0,3.43,48.53,8.149,49233,2015,3,5,8.972804072462031,12.775582646513568,2.582164394426416
8799,975000.0,4,3.5,3130,52322,2.0,0,0,3,9,2430,700,2011,0,47.5932,-122.159,3200,5820,17714,2361.0,4.162,31.85,4.769,84774,2014,11,5,8.11469345766858,3.4816370121854976,11.908819402388595
8800,306950.0,1,1.0,730,5005,1.0,0,0,4,5,730,0,1945,0,47.6992,-122.364,1630,5667,31365,7953.0,2.018,25.89,3.545,86986,2014,10,4,6.5950514588864815,11.664620733597852,17.55245930158809
8801,630000.0,4,2.0,2480,3680,1.5,0,0,4,7,1470,1010,1916,0,47.5686,-122.392,1500,5750,22241,7523.0,2.393,23.06,5.21,74274,2015,4,2,3.8133150028027423,13.173701989975502,9.338550885178426
8802,367500.0,3,1.0,1270,8792,1.0,0,0,5,7,1270,0,1969,0,47.5351,-122.174,1780,8792,32489,4323.0,2.242,21.56,5.088,70683,2015,1,5,8.857272204365898,7.505598132003464,8.326955896928862
8803,699950.0,3,3.25,2230,5460,1.0,0,1,4,8,1430,800,1977,0,47.53,-122.388,2070,5600,14770,6425.0,2.345,21.83,3.563,84344,2015,3,3,5.874612117458019,14.225814753996163,6.976121096751393
8804,1000000.0,3,3.0,2880,3750,2.0,0,0,3,9,2220,660,1909,1991,47.6155,-122.29,1910,4000,31454,13594.0,8.105,52.65,10.35,53570,2015,4,4,2.063637929265691,7.655565943063875,11.511489153369137
8805,285000.0,4,2.5,2434,4400,2.0,0,0,3,8,2434,0,2007,0,47.2874,-122.283,2434,4400,31911,1717.0,2.401,18.87,8.3,71746,2014,10,4,22.146355357339026,25.362667929692694,11.190059624382451
8806,215000.0,2,1.5,1120,1312,2.0,0,0,3,7,1000,120,2004,0,47.534,-122.364,1560,1314,22873,4161.0,4.096,43.76,8.449,57875,2015,1,3,5.20552325092142,13.13624550232508,6.614977540471854
8807,1050000.0,4,2.5,4080,11054,2.0,0,0,3,11,4080,0,2001,0,47.5188,-122.151,3520,11914,34463,1725.0,1.83,17.59,5.105,91465,2015,3,5,10.380792887768154,8.399646810657687,8.419453463475902
8808,1370000.0,4,2.75,3720,9450,1.0,0,4,5,10,1960,1760,1962,0,47.5627,-122.156,2900,8605,36364,3402.0,1.774,27.96,2.973,110290,2014,5,5,8.74003829943652,5.4481593756134465,10.30241056184557
8809,235000.0,3,1.0,1430,7599,1.5,0,0,4,6,1010,420,1930,0,47.4783,-122.265,1290,10320,33734,3794.0,3.43,48.53,8.149,49233,2015,4,3,9.374950487554921,12.805101758605348,2.567333231412755
8810,604000.0,3,2.0,1560,2589,1.0,0,0,3,7,790,770,1923,2001,47.6587,-122.344,1450,3893,45911,9905.0,3.018,37.68,5.193,75763,2015,4,4,3.669513050763436,10.071983745940088,14.641536047213146
8811,750000.0,3,1.75,1700,8400,1.0,0,0,3,8,1460,240,1947,0,47.6534,-122.415,2010,7000,19686,4714.0,2.054,22.9,5.713,82882,2014,5,5,5.05334965374401,13.324370426549642,15.126734968319305
8812,800000.0,4,2.25,2510,9963,1.0,0,0,4,9,2200,310,1967,0,47.5973,-122.177,3110,9963,17714,2361.0,4.162,31.85,4.769,84774,2014,11,1,7.252033471387831,3.6600298835269944,11.717110107443519
8813,580000.0,5,2.0,2600,3750,1.5,0,0,4,6,1400,1200,1914,0,47.6691,-122.299,1700,3750,43924,10643.0,12.91,47.57,6.293,45560,2015,1,3,4.611143800292277,8.149652534400426,15.207613042743963
8814,350000.0,1,1.0,790,4590,1.0,0,0,3,6,790,0,1911,0,47.5677,-122.285,1070,4590,42731,6841.0,4.377,32.55,6.045,52276,2014,12,4,3.448776814839709,8.780139342720522,8.226719984002168
8815,353750.0,4,2.0,1710,7490,2.0,0,0,3,7,1320,390,1956,0,47.4544,-122.357,1880,7704,20301,3580.0,2.851,26.31,14.63,63320,2014,12,2,10.552615729131848,16.617431452393568,2.7447110294314774
8816,1100000.0,5,2.75,2660,8737,1.0,0,4,5,8,1470,1190,1969,0,47.5667,-122.155,3280,8783,36364,3402.0,1.774,27.96,2.973,110290,2014,6,3,8.692826455887806,5.168433561117852,10.544163456307603
8817,465000.0,4,2.0,1470,10291,1.0,0,0,4,7,1470,0,1963,0,47.6316,-122.121,1460,9601,24411,4437.0,2.916,19.67,3.812,92986,2015,2,1,9.987066202338308,0.674212003002437,15.098181868835653
8818,568000.0,3,2.0,2350,5080,1.5,0,0,3,8,1780,570,1929,0,47.5516,-122.263,1700,5080,42731,6841.0,4.377,32.55,6.045,52276,2014,5,3,4.960329782760955,8.693581935817342,7.2833570718584255
8819,1005000.0,5,2.0,2440,3080,2.0,0,0,4,8,2440,0,1910,0,47.6242,-122.306,1640,3077,21077,6667.0,3.092,28.09,5.011,96054,2014,11,4,1.7391343243855648,8.28589422187771,12.109943537192056
8820,213500.0,3,1.5,1150,11571,1.0,0,0,3,7,1150,0,1961,0,47.4931,-122.298,1630,11571,33734,3794.0,3.43,48.53,8.149,49233,2014,9,2,7.974709064647928,12.807415237807868,3.047278641169863
8821,250000.0,3,2.5,1510,10384,1.0,0,0,2,7,1030,480,1976,0,47.758,-122.071,1490,10000,13585,785.0,1.124,9.068,4.59,137125,2014,6,4,16.047555807074673,8.627751549216512,23.84220778847221
8822,357000.0,2,1.0,870,4600,1.0,0,0,4,7,870,0,1942,0,47.5274,-122.379,930,4600,20698,6732.0,3.632,30.94,8.22,66408,2014,7,4,5.867238226674524,13.971438618678603,6.58521553807086
8823,425000.0,2,2.0,1280,4095,2.0,0,0,4,8,1280,0,1918,0,47.5501,-122.393,1470,5500,14770,6425.0,2.345,21.83,3.563,84344,2014,9,5,4.80437695074971,13.744044849719756,8.254185320098237
8824,571000.0,3,2.5,2600,7465,2.0,0,0,3,9,2600,0,1988,0,47.7387,-122.217,2660,7683,29212,3569.0,2.243,15.56,3.249,71720,2014,6,3,10.606159499394185,7.971300461545723,20.376218985910963
8825,588000.0,3,2.25,2030,7350,1.0,0,0,4,7,1190,840,1977,0,47.6939,-122.126,1950,7350,58442,2908.0,3.674,23.77,3.818,99192,2014,5,1,11.346589810720165,3.762245246163974,18.740620201013765
8826,275000.0,4,1.5,1930,15531,2.0,0,0,3,7,1930,0,1979,0,47.345,-122.296,1580,7800,44151,3800.0,3.001,38.95,9.487,45894,2014,5,5,18.125950683137933,21.78238878113094,7.186979051995947
8827,565000.0,3,2.75,3210,15939,2.0,0,1,3,10,3210,0,1998,0,47.3357,-122.351,2870,15939,47510,4604.0,1.903,13.28,6.034,67906,2015,2,3,18.710786350340367,23.400146999295558,8.20029784074083
8828,460000.0,3,1.75,1970,9135,1.0,0,0,4,7,1370,600,1961,0,47.7603,-122.215,1880,9650,29212,3569.0,2.243,15.56,3.249,71720,2015,3,4,11.959818851836953,9.245139441540354,21.86040132838293
8829,603500.0,4,2.5,4060,9734,1.0,0,4,3,9,2150,1910,1977,0,47.7678,-122.254,2750,10370,20419,3606.0,1.677,10.92,3.339,82448,2014,6,3,11.741671214164626,10.587566027782707,22.125834814469016
8830,490600.0,3,2.5,3316,11447,2.0,0,0,3,9,3316,0,1986,0,47.3036,-122.34,3000,11447,47510,4604.0,1.903,13.28,6.034,67906,2014,7,4,20.91113036565155,25.205108087609826,10.229557140613077
8831,1010000.0,2,2.0,1460,9052,1.0,0,2,5,6,1460,0,1900,0,47.6857,-122.208,2554,7834,34338,3696.0,2.739,22.71,3.364,103250,2014,6,2,7.971446903535,4.851177709307498,16.893505760794906
8832,500000.0,4,2.0,2100,12620,1.0,0,0,4,7,2100,0,1972,0,47.7239,-122.173,1720,7840,40407,4428.0,3.867,23.14,3.325,77688,2014,8,3,10.997464675462261,6.172639073200916,19.87813596772224
8833,249000.0,4,2.25,1830,6136,2.0,0,0,3,7,1830,0,1990,0,47.367,-122.181,1830,7664,33769,4741.0,2.572,43.34,15.31,51446,2014,6,3,17.9701182700329,18.980970869398515,7.902108579560626
8834,235000.0,3,2.0,1530,8700,1.0,0,0,4,7,1530,0,1970,0,47.4529,-122.207,1960,7600,21904,4585.0,2.477,22.8,7.574,66461,2014,6,2,12.093606180944027,13.390020104410864,4.2976170554179625
8835,410000.0,4,2.0,1490,13736,1.0,0,0,4,6,1490,0,1942,0,47.712,-122.281,2040,7200,37081,6879.0,3.736,34.6,6.566,53044,2015,1,3,7.6872361024960805,8.646992212856539,18.190674566937655
8836,370000.0,2,1.0,860,6050,1.0,0,0,3,7,860,0,1952,0,47.5697,-122.4,1130,6050,22241,7523.0,2.393,23.06,5.21,74274,2014,7,2,4.046279905754701,13.492903413898798,9.584234179538402
8837,360000.0,5,2.5,2130,7111,1.0,0,0,3,7,1330,800,1968,0,47.5071,-122.16,1840,7592,34463,1725.0,1.83,17.59,5.105,91465,2014,9,2,10.549045081634063,9.257876532248359,7.624222624410212
8838,1406890.0,5,2.25,3580,16789,2.0,0,0,5,9,3580,0,1966,0,47.5364,-122.239,3390,17000,22699,3591.0,2.093,19.23,3.915,126359,2014,12,5,6.487998885022484,8.76266904971263,6.65293833841759
8839,298000.0,4,2.5,2420,3825,2.0,0,0,3,8,2420,0,2003,0,47.3687,-122.126,1880,4250,43673,1537.0,1.65,13.63,6.519,87342,2014,11,5,19.02321405476079,18.71139392824588,9.801648083535477
8840,485000.0,4,2.25,1900,7200,1.0,0,0,3,8,1370,530,1977,0,47.5033,-122.372,2030,8008,25922,5573.0,3.309,36.86,12.41,56809,2014,7,2,7.34919630987119,14.708741793337705,5.075632757976929
8841,400000.0,3,1.75,1330,9143,1.0,0,0,3,7,1330,0,1960,0,47.5538,-122.176,1950,10384,36364,3402.0,1.774,27.96,2.973,110290,2014,8,2,8.126592664530026,6.3052875341345,9.235230334875055
8842,580000.0,3,2.5,2150,4604,2.0,0,0,3,8,2150,0,2003,0,47.5893,-122.019,2280,4253,20715,2185.0,2.348,8.634,2.954,142926,2014,8,2,14.634703017102554,6.206474144286911,16.261394232139434
8843,355000.0,2,2.5,1370,1140,2.0,0,0,3,8,1080,290,2009,0,47.7055,-122.342,1340,1050,44555,6279.0,3.071,24.08,5.365,51499,2014,8,4,6.876496975815465,10.887723376031733,17.836654913893753
8844,650000.0,3,2.5,2430,12997,2.0,0,0,3,9,2430,0,1992,0,47.744,-122.194,2720,12500,29212,3569.0,2.243,15.56,3.249,71720,2014,7,1,11.48614805370239,7.818695725306567,20.959488954880467
8845,261490.0,4,1.0,1640,8467,1.0,0,2,4,6,1220,420,1943,0,47.4894,-122.188,1060,7396,32489,4323.0,2.242,21.56,5.088,70683,2014,9,1,10.501957974721067,10.723653189989863,5.879928867799217
8846,347000.0,3,1.0,1010,7200,1.0,0,0,3,7,1010,0,1968,0,47.7225,-122.179,1120,7200,40407,4428.0,3.867,23.14,3.325,77688,2014,7,3,10.738979294630115,6.179824076591904,19.704708488040886
8847,485000.0,3,1.0,1500,4100,1.5,0,0,3,7,1370,130,1926,0,47.6689,-122.367,1500,4100,21147,9602.0,3.426,39.18,6.113,67566,2014,5,1,4.626882371118097,11.238830634188592,15.522993614572243
8848,601000.0,3,2.5,1740,1251,2.0,0,0,3,9,1180,560,2012,0,47.644,-122.385,1740,1625,19686,4714.0,2.054,22.9,5.713,82882,2014,10,3,3.5902413444568495,11.898380266093195,14.060333283843919
8849,380000.0,3,3.25,2090,51212,1.0,0,0,3,8,1510,580,1989,0,47.3097,-122.099,2690,40820,39816,892.0,1.833,16.39,5.579,70877,2015,4,6,23.200772363845406,22.83170750946861,13.41717387863655
8850,565000.0,3,3.0,1850,12556,2.0,0,0,3,9,1850,0,1976,0,47.6286,-122.053,2390,12474,25748,2411.0,2.266,7.717,2.082,143686,2014,8,5,13.090837077896449,3.640589464798252,16.89505683031188
8851,750000.0,3,2.5,2790,21043,2.0,0,0,3,9,2790,0,1993,0,47.673,-122.03,2900,34589,18784,662.0,1.616,6.894,3.648,116518,2015,3,1,14.802237443158772,5.177011916745208,19.915073069225144
8852,291000.0,3,2.25,1480,7200,1.0,0,0,3,7,1190,290,1975,0,47.3037,-122.375,1830,7200,47510,4604.0,1.903,13.28,6.034,67906,2015,1,3,20.99684002271365,25.880299184648248,10.653663325073854
8853,560000.0,3,2.5,2280,12498,2.0,0,0,4,9,2280,0,1987,0,47.5688,-122.014,2330,8844,24348,2719.0,1.588,18.73,5.424,99974,2014,11,3,15.047455104528247,7.267410472943638,15.658657776197419
8854,725000.0,4,2.25,3180,9600,2.0,0,0,3,10,3180,0,1984,0,47.6313,-122.045,2840,10739,25748,2411.0,2.266,7.717,2.082,143686,2015,3,3,13.483274502328713,3.9748036607216695,17.285729925464956
8855,539000.0,3,2.0,2350,209088,1.0,0,0,3,7,2350,0,1993,0,47.6527,-121.949,2300,209088,6765,149.0,2.232,13.03,5.172,95394,2014,9,3,18.125701016256656,8.451492304935467,21.545061361333193
8856,470000.0,5,3.25,3910,7077,2.0,0,0,3,9,2710,1200,2000,0,47.3766,-122.027,2650,7077,31171,469.0,1.548,13.43,5.03,95043,2014,7,2,21.32045814343219,18.78421605511163,13.657583241603692
8857,264950.0,2,1.0,770,7434,1.0,0,0,3,6,770,0,1947,0,47.7606,-122.32,1060,7453,32778,4330.0,1.937,18.3,5.677,72281,2015,1,5,10.68296545032091,12.185397311033364,21.552360098389464
8858,200000.0,4,1.5,1780,8000,2.0,0,0,4,6,1080,700,1900,1996,47.3124,-122.003,1750,9147,5025,334.0,1.616,12.73,41.72,85398,2015,2,3,25.464538605908523,23.360016486533272,16.751123209328814
8859,453500.0,5,2.5,2300,23345,1.0,0,0,5,7,1170,1130,1967,0,47.4739,-122.114,2280,23345,34463,1725.0,1.83,17.59,5.105,91465,2014,6,3,13.676620560712836,11.464785865895381,8.802431288691938
8860,811000.0,2,2.5,2510,17986,2.0,0,0,3,9,2510,0,1943,2014,47.6832,-122.164,2440,8039,58442,2908.0,3.674,23.77,3.818,99192,2014,8,1,9.46243757020475,3.419709618084428,17.359314532261585
8861,425000.0,3,3.25,1410,1350,3.0,0,0,3,8,1410,0,2005,0,47.698,-122.34,1410,1253,45911,9905.0,3.018,37.68,5.193,75763,2014,9,2,6.35348668233806,10.595627166776719,17.311287106626313
8862,1530000.0,4,2.25,4250,16940,1.0,0,2,4,9,2380,1870,1974,0,47.5453,-122.234,3460,17693,22699,3591.0,2.093,19.23,3.915,126359,2014,9,4,6.214076683047701,8.128571931087745,7.309107169253296
8863,562000.0,4,2.75,2560,83200,1.0,0,0,3,8,1860,700,1980,0,47.7511,-122.111,1990,38332,22312,1231.0,2.384,22.42,5.62,107654,2014,12,1,14.353693864163118,7.7587494851652545,22.632969299176217
8864,281000.0,3,2.5,1760,7601,2.0,0,0,3,8,1760,0,1992,0,47.2672,-122.313,1920,6851,44151,3800.0,3.001,38.95,9.487,45894,2014,7,3,23.43990108157479,27.11475431618006,12.578877383952712
8865,270000.0,3,2.25,2100,14027,2.0,0,0,3,8,2100,0,1979,0,47.3833,-122.1,2730,5999,43673,1537.0,1.65,13.63,6.519,87342,2014,10,4,18.830747682994488,17.755362854149354,10.343955034368475
8866,205950.0,3,1.0,1490,8239,1.0,0,0,4,6,1490,0,1963,0,47.306,-122.37,1200,8470,47510,4604.0,1.903,13.28,6.034,67906,2014,8,1,20.817482951028797,25.63464127760151,10.42693718341921
8867,310000.0,2,1.0,870,5400,1.0,0,0,3,6,870,0,1950,2007,47.52,-122.374,990,5200,20698,6732.0,3.632,30.94,8.22,66408,2014,6,3,6.268099804643504,14.072540251057472,6.0328315654613345
8868,350000.0,3,1.75,1260,1111,2.0,0,0,3,8,1260,0,2003,0,47.5476,-122.005,1410,1630,24348,2719.0,1.588,18.73,5.424,99974,2015,3,4,15.774870990248656,8.600771837621776,15.313668510824838
8869,843500.0,4,2.0,2630,16475,2.0,0,0,4,8,2630,0,1953,0,47.639,-122.219,2670,15001,27946,3977.0,5.314,49.68,4.461,93521,2014,6,7,5.733956627433905,4.1668467286060515,13.645275585473275
8870,370000.0,4,2.0,1950,3757,1.0,0,0,4,6,1160,790,1908,0,47.5372,-122.269,1720,3757,42731,6841.0,4.377,32.55,6.045,52276,2015,5,5,5.601878317096793,9.603203263980227,6.250884059070729
8871,279000.0,4,2.0,2200,7700,1.0,0,0,3,7,1100,1100,1979,0,47.464,-122.18,1790,7700,41938,2215.0,1.834,18.91,6.131,77780,2014,6,5,12.119220525739276,12.352575238801826,5.6460318702740535
8872,408000.0,3,1.75,1600,313672,1.0,0,0,4,7,1600,0,1960,0,47.4129,-122.08,1780,90860,41938,2215.0,1.834,18.91,6.131,77780,2015,1,5,17.79918389235963,15.826135506057193,10.5266322886607
8873,392000.0,3,1.0,1230,9600,1.0,0,0,3,7,1230,0,1952,0,47.5553,-122.288,1510,6600,42731,6841.0,4.377,32.55,6.045,52276,2015,1,2,4.073466860411148,9.401225880905798,7.361982293611492
8874,455000.0,2,1.0,1030,5000,1.0,0,0,5,6,1030,0,1917,0,47.6585,-122.363,1550,5000,21147,9602.0,3.426,39.18,6.113,67566,2014,9,1,3.889506313372265,10.947637475020274,14.78155017722743
8875,310000.0,2,1.5,1040,83199,1.0,0,0,4,7,870,170,1965,0,47.4222,-122.443,1760,75794,10624,288.0,1.896,16.43,9.532,72774,2014,11,4,13.726336093510248,20.960062503441893,6.989167053211327
8876,323500.0,3,3.0,2240,11536,2.0,0,0,3,7,2240,0,1943,2005,47.4886,-122.245,1650,8760,24092,4966.0,3.539,41.63,13.36,58707,2014,9,3,9.084259593717466,11.734757488205181,3.7149346960709626
8877,364500.0,3,1.0,1600,4489,1.0,0,2,3,6,800,800,1944,0,47.5686,-122.378,1640,6013,20698,6732.0,3.632,30.94,8.22,66408,2014,9,5,3.3652111222191015,12.570599967408741,9.052688889880294
8878,280000.0,4,2.0,2190,14439,1.0,0,0,4,7,1180,1010,1977,0,47.2702,-122.29,2160,14439,31911,1717.0,2.401,18.87,8.3,71746,2014,5,5,23.298838167405997,26.59539952241464,12.360887973365443
8879,289900.0,3,1.75,1899,11325,2.0,0,0,3,7,1899,0,1943,2005,47.3987,-122.3,2000,10454,34584,4441.0,3.036,28.04,9.103,56364,2014,12,1,14.415105685374254,18.44219583546444,3.475885640730556
8880,585000.0,3,1.0,1870,2807,1.5,0,0,4,7,1580,290,1927,0,47.6674,-122.358,1640,4500,21147,9602.0,3.426,39.18,6.113,67566,2014,6,5,4.397130577160325,10.808301347918425,15.34053845248289
8881,269000.0,3,2.5,1730,6653,1.0,0,0,4,7,1360,370,1990,0,47.3588,-122.088,1730,7061,43673,1537.0,1.65,13.63,6.519,87342,2014,9,2,20.545533077309617,19.491220081797152,11.662815693821184
8882,280000.0,3,2.25,1860,9210,2.0,0,0,3,7,1860,0,1994,0,47.3864,-122.03,1530,8091,31171,469.0,1.548,13.43,5.03,95043,2014,8,5,20.725086777285608,18.093689367239854,13.290547509436715
8883,287000.0,3,1.75,1940,9000,1.0,0,0,3,7,1290,650,1965,0,47.4361,-122.189,1900,9120,21904,4585.0,2.477,22.8,7.574,66461,2015,4,4,13.517192620297621,14.325169471590698,5.207832308633446
8884,183000.0,2,1.0,670,5140,1.0,0,0,3,6,670,0,1926,0,47.5387,-122.371,850,5140,20698,6732.0,3.632,30.94,8.22,66408,2014,8,2,5.0039611846782215,13.23468728121254,7.055011371514177
8885,309000.0,3,1.0,1820,8142,1.0,0,0,3,7,1040,780,1961,0,47.505,-122.316,1820,8142,33734,3794.0,3.43,48.53,8.149,49233,2014,12,5,7.032508968315481,12.72568213437491,3.9517631347735587
8886,920000.0,4,2.5,3810,13579,2.0,0,0,3,10,3810,0,2003,0,47.6006,-122.153,3310,9270,24889,5684.0,3.552,19.12,3.245,73162,2014,10,1,8.352747556573881,2.9020478575037836,12.48976292329492
8887,815241.0,5,2.25,2060,4800,2.5,0,0,3,8,2060,0,1907,0,47.66,-122.282,1740,4800,43924,10643.0,12.91,47.57,6.293,45560,2014,9,1,4.388566348306905,7.23820426352489,14.599886662265423
8888,405000.0,3,1.75,1520,7252,1.0,0,0,3,7,1140,380,1975,0,47.7358,-122.175,1910,7820,22312,1231.0,2.384,22.42,5.62,107654,2014,11,5,11.559064162019032,6.982211862251794,20.638774819330443
8889,525000.0,5,3.5,3450,19080,2.0,0,3,3,9,3450,0,2001,0,47.2123,-122.005,2570,17007,20987,52.0,2.915,19.47,11.21,66295,2015,4,4,31.219501287352276,30.085247472066275,21.37214031738037
8890,150000.0,2,1.0,830,4045,1.0,0,0,3,6,830,0,1943,0,47.5293,-122.351,1100,4116,22873,4161.0,4.096,43.76,8.449,57875,2014,7,4,5.385895829253395,12.827166071775764,6.059942185912916
8891,240000.0,4,1.75,1880,9600,1.0,0,0,5,7,1020,860,1946,0,47.2633,-122.281,1560,14400,31911,1717.0,2.401,18.87,8.3,71746,2014,9,4,23.81243241025579,26.939748931941928,12.857795539905796
8892,698000.0,4,2.25,2200,11250,1.5,0,0,5,7,1300,900,1920,0,47.6845,-122.201,2320,10814,34338,3696.0,2.739,22.71,3.364,103250,2014,5,5,8.155468430716036,4.553897052679854,16.89837678144862
8893,440000.0,3,2.0,1800,10950,1.0,0,0,4,8,1800,0,1982,0,47.557,-122.163,2400,11300,36364,3402.0,1.774,27.96,2.973,110290,2015,3,1,8.58308046819313,5.910091113597163,9.79095185699546
8894,204000.0,3,1.0,1200,12500,1.5,0,0,3,6,1200,0,1936,0,47.4162,-122.329,1200,7500,34584,4441.0,3.036,28.04,9.103,56364,2015,4,2,13.128675104208245,18.018756668983922,2.6699160477758275
8895,875000.0,3,2.0,2220,6641,1.0,0,2,4,7,1220,1000,1947,0,47.6426,-122.388,1800,5900,19686,4714.0,2.054,22.9,5.713,82882,2014,5,5,3.619656690990907,12.036043551070243,14.008594593755491
8896,650000.0,3,1.5,1380,4500,1.0,0,0,5,7,1380,0,1960,0,47.5866,-122.25,1590,9000,22699,3591.0,2.093,19.23,3.915,126359,2014,7,4,4.057968561277994,6.697935371209765,9.776255851781299
8897,392500.0,3,1.0,1660,8839,1.0,0,0,4,7,1660,0,1947,0,47.7485,-122.3,1230,9236,32778,4330.0,1.937,18.3,5.677,72281,2015,4,3,9.94484969498039,10.935928988578166,20.693756808027633
8898,400000.0,4,1.0,2320,4000,1.5,0,0,3,6,1310,1010,1921,0,47.573,-122.312,1750,4000,26881,7895.0,5.649,61.92,9.129,55950,2014,10,5,2.477781829907738,9.663896925457909,8.589786468741842
8899,653000.0,3,2.25,2800,17300,1.0,0,0,4,8,1420,1380,1971,0,47.5716,-122.128,2140,12650,36364,3402.0,1.774,27.96,2.973,110290,2015,4,2,9.806946302750125,4.692009386872649,11.631749274110671
8900,452000.0,4,1.0,1210,3760,1.5,0,0,3,6,1210,0,1900,0,47.6872,-122.344,1540,3800,45911,9905.0,3.018,37.68,5.193,75763,2014,5,2,5.623967611990858,10.511554345001896,16.592555654873333
8901,345000.0,4,2.5,2331,3826,2.0,0,0,3,8,2331,0,2007,0,47.4444,-122.182,2441,3826,41938,2215.0,1.834,18.91,6.131,77780,2014,5,2,13.191814359425056,13.700856765726645,5.466920449461356
8902,350000.0,4,1.75,1820,6930,1.0,0,2,4,7,1320,500,1952,0,47.5053,-122.242,1820,6825,24092,4966.0,3.539,41.63,13.36,58707,2014,12,2,8.139676222215744,10.652662408276996,4.708294121458396
8903,650000.0,4,2.5,2860,5576,2.0,0,0,3,8,2860,0,2004,0,47.745,-122.224,2290,10667,20419,3606.0,1.677,10.92,3.339,82448,2014,7,4,10.828905216735459,8.511867038563265,20.746672746262234
8904,525000.0,5,3.0,2750,3800,1.5,0,0,5,7,1750,1000,1926,0,47.6845,-122.313,1900,3800,46206,7018.0,2.088,23.37,3.881,84159,2014,5,2,5.482639469538108,9.087628047469577,16.285120177940897
8905,840000.0,5,3.0,2750,3800,1.5,0,0,5,7,1750,1000,1926,0,47.6845,-122.313,1900,3800,46206,7018.0,2.088,23.37,3.881,84159,2015,1,1,5.482639469538108,9.087628047469577,16.285120177940897
8906,1325000.0,3,2.5,2280,5000,2.0,0,3,4,9,2280,0,1926,0,47.6574,-122.278,2200,5000,43924,10643.0,12.91,47.57,6.293,45560,2014,11,1,4.342823390310274,7.022025692833856,14.431840370871408
8907,259950.0,4,2.0,1610,6650,1.0,0,0,3,7,1610,0,1989,0,47.3085,-122.358,1960,6650,47510,4604.0,1.903,13.28,6.034,67906,2015,1,2,20.604868797528667,25.237331867487605,10.095125120253568
8908,998000.0,5,3.5,3760,10207,2.0,0,0,3,10,3150,610,1969,0,47.5605,-122.225,3550,12118,22699,3591.0,2.093,19.23,3.915,126359,2015,2,5,5.906319077051058,7.042117274271173,8.439009163322549
8909,1070000.0,3,3.0,2940,4622,2.0,0,0,4,9,2230,710,1988,0,47.6641,-122.293,1580,4000,43924,10643.0,12.91,47.57,6.293,45560,2014,6,2,4.3952755469332,7.797477978830812,14.864600183448712
8910,1910000.0,4,3.0,4460,6833,2.0,0,0,3,10,3140,1320,1955,2007,47.6342,-122.289,3130,7450,21077,6667.0,3.092,28.09,5.011,96054,2014,7,4,2.7878184603257603,7.434941760121552,12.804387597756023
8911,190500.0,3,1.5,1110,1150,2.0,0,0,3,8,940,170,2007,0,47.5929,-122.306,1380,1751,26881,7895.0,5.649,61.92,9.129,55950,2015,3,1,1.5241950650300302,8.828700332471167,9.94831446015015
8912,465000.0,3,2.25,2560,117176,1.0,0,0,4,9,1280,1280,1977,0,47.4655,-122.033,2760,57063,26141,469.0,2.244,14.26,4.039,100644,2014,11,3,17.005077078532675,12.836969068404061,12.469673900809127
8913,370000.0,3,1.0,1060,7419,1.0,0,2,4,6,1060,0,1906,0,47.7712,-122.392,2190,5953,19030,3341.0,1.705,15.28,6.404,95648,2015,2,3,11.736008411053662,15.224110450912958,22.68147267436962
8914,290000.0,6,4.5,2810,11214,1.0,0,0,3,8,2010,800,1958,0,47.4045,-122.197,1940,8349,36581,4877.0,1.976,18.43,10.78,63709,2014,7,4,15.296466910639397,16.539749043135014,5.665488345495929
8915,350000.0,3,1.75,1380,4590,1.0,0,0,2,7,930,450,1950,0,47.6841,-122.293,1320,4692,46206,7018.0,2.088,23.37,3.881,84159,2014,11,2,5.681843454686655,8.208878296035266,16.24627192799695
8916,740000.0,3,1.75,1380,4590,1.0,0,0,2,7,930,450,1950,0,47.6841,-122.293,1320,4692,46206,7018.0,2.088,23.37,3.881,84159,2015,3,4,5.681843454686655,8.208878296035266,16.24627192799695
8917,460000.0,3,1.75,2560,8400,1.0,0,0,3,7,1970,590,1959,0,47.7668,-122.197,1970,8400,29212,3569.0,2.243,15.56,3.249,71720,2014,10,2,12.752266793507811,9.338897222803036,22.464333437270696
